name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Ertiga SHVS VDI,2017,24000,1,0,0,1,78500
Maruti Ciaz S 1.3,2018,30000,1,0,0,1,85000
Maruti Wagon R VXI BS IV,2016,30000,0,0,0,2,37500
Maruti Baleno Alpha 1.2,2017,40000,0,0,0,1,61900
Chevrolet Cruze LTZ,2011,90000,1,0,0,2,33500
Toyota Innova 2.5 G (1) 8 Seater BS IV,2006,50000,1,0,0,1,50000
Maruti Wagon R LX,2003,100000,0,0,0,2,6000
Maruti Zen Estilo VXI BSIV,2010,50000,0,0,0,2,13000
Mahindra Ingenio CRDe,2015,210000,1,0,0,1,21000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,20000,1,0,0,1,190000
Tata Indigo TDI,2013,70000,1,0,0,2,27000
Maruti Wagon R LXI Minor,2010,100000,0,0,0,2,22500
Maruti SX4 ZXI MT BSIV,2011,160000,0,0,0,2,15000
Chevrolet Beat 1 LT,2013,70000,1,0,0,1,17300
BMW 5 Series 520d Luxury Line,2018,9422,1,0,1,1,480000
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,110000,1,0,1,1,71000
Toyota Corolla Altis 1.8 GL,2019,20000,0,0,0,1,150000
Maruti Baleno Zeta 1.2,2017,20000,0,0,0,1,55000
Maruti 800 AC BSIII,2008,70000,0,0,0,2,5800
Audi A4 1.8 TFSI,2012,60000,0,0,1,3,120000
Mahindra Scorpio M2DI,2013,150000,1,0,0,1,50000
Maruti Swift LXi BSIV,2009,83000,0,0,0,2,12000
Toyota Innova 2.5 EV 1 PS 7 Seater BSIII,2012,250000,1,0,0,1,30000
Hyundai EON Era Plus,2018,30000,0,0,0,1,30000
Datsun GO Plus T Option BSIV,2015,21000,0,0,0,1,29500
Maruti Ertiga VXI 2,2018,80000,2,0,0,1,58700
Ambassador Grand 1800 ISZ MPFI PW CL,2012,50000,0,0,0,2,43000
Hyundai Verna i (0),2007,50000,0,0,0,2,12300
Skoda Laura Ambiente 2.0 TDI CR AT,2012,48500,1,0,1,2,45000
Maruti Wagon R LXI Minor,2007,60000,0,0,0,3,13000
Tata Indica Vista Aqua 1.4 TDI,2010,90000,1,0,0,2,11000
Mahindra Xylo Celebration Edition BSIV,2010,240000,1,0,0,3,20000
Hyundai Grand i10 Magna,2015,70000,0,0,0,2,32000
Maruti Wagon R LXI BS IV,2014,50000,0,0,0,1,30000
Volkswagen CrossPolo 1.2 MPI,2016,110000,0,0,0,1,35000
Maruti Ertiga VXI 0,2018,50000,0,0,0,1,80000
Hyundai Xcent 1.1 CRDi S,2016,175000,1,0,0,1,27000
Hyundai i20 1.2 Magna Executive,2017,60000,0,0,0,1,54000
Maruti Wagon R LXI 2,2011,60000,2,0,0,2,16000
Maruti SX4 VDI,2013,100000,1,0,0,2,34000
Maruti Eeco 5 Seater AC BSIV,2017,40000,0,0,0,2,35000
Volkswagen Vento 1 Style Limited Edition,2011,100000,1,0,0,1,30000
Maruti Ritz VDi,2013,63000,1,0,0,1,33000
Maruti Wagon R LXI 2,2016,80000,2,0,0,2,32500
Maruti Swift Dzire VDI,2013,55000,1,0,0,1,25000
Maruti Swift Star VDI,2013,55000,1,0,0,1,25000
Chevrolet Beat LT Option,2015,60000,0,0,0,1,24000
Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,5000,0,0,0,1,54500
Hyundai i10 Magna 1.1 iTech SE,2015,48000,0,1,0,1,30000
Chevrolet Beat LT,2010,80000,0,0,0,2,13000
Renault KWID RXT,2017,50000,0,0,0,1,24000
Renault KWID 1.0 RXT Optional,2018,15000,0,0,0,1,36000
Hyundai i20 1.4 CRDi Magna,2012,70000,1,0,0,1,25000
Skoda Laura Elegance 2.0 TDI CR AT,2019,105000,1,1,1,1,47500
Hyundai i20 Asta Option 1.4 CRDi,2016,50000,1,0,0,2,60000
Tata Indigo CR4,2010,80000,1,0,0,2,15000
Ford EcoSport 1.5 1 Trend BSIV,2017,50000,1,0,0,1,70000
Mahindra XUV500 W6 2WD,2016,5000,1,0,0,1,129000
Hyundai Santro Xing XG,2004,58000,0,0,0,1,8000
Hyundai Grand i10 Sportz,2015,12000,0,0,0,1,42500
Maruti Celerio ZXI AMT BSIV,2018,10000,0,0,1,1,50000
Hyundai Santro Xing GLS,2012,45000,0,0,0,2,19300
Honda City i VTEC V,2015,10000,0,0,0,1,80000
Maruti Wagon R LXI Minor,2008,50000,0,0,0,1,15000
Maruti 800 AC,2002,40000,0,0,0,4,8000
Ford Figo 1 EXI,2010,100000,1,0,0,3,13000
Ford Figo 1 EXI,2012,80000,1,0,0,2,28000
Mahindra Xylo D2 BS IV,2011,110000,1,0,0,2,22999
Maruti Zen Estilo VXI BSIII,2008,120000,0,0,0,1,8000
Tata Nano Cx BSIII,2010,10000,0,0,0,1,7000
Maruti Ritz VDi,2013,60000,1,0,0,2,24000
Mahindra Xylo E8,2010,72000,1,0,0,2,38000
Maruti Ritz VDi,2013,60000,1,0,0,2,24000
Hyundai Santro Xing XO,2006,110000,0,0,0,1,8000
Hyundai i10 Era,2013,50000,0,0,0,1,26500
Hyundai EON Magna Plus Option,2018,25000,0,0,0,1,32000
Nissan Terrano XL 110 PS,2014,120000,1,0,0,3,50000
Hyundai Creta 1.6 CRDi SX Option,2016,55000,1,0,0,1,130000
Mahindra Scorpio S11 BSIV,2018,35000,1,0,0,1,150000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,110000,1,0,1,1,180000
Mahindra XUV500 W6 2WD,2014,80000,1,0,0,2,60000
Tata Tiago 1.2 Revotron XT,2018,80000,0,0,0,1,42000
Maruti Zen Estilo LXI BS IV,2009,120000,0,0,0,1,14000
Skoda Laura Ambiente 2.0 TDI CR MT,2010,100000,1,0,0,2,30000
Hyundai Santro Xing XL eRLX Euro III,2006,60000,0,1,0,2,10000
Maruti Alto K10 VXI,2017,25000,0,1,0,1,35000
Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,19000,0,1,0,1,85000
Maruti Alto LX,2008,54000,0,1,0,1,14000
Ford Aspire Titanium Plus BSIV,2015,17100,0,1,0,2,55000
Hyundai Grand i10 Asta Option AT,2017,19000,0,1,1,1,52500
Ford Ecosport 1.5 DV5 MT Titanium,2015,146000,1,1,0,1,47000
Ford Endeavour 3.0L 4X4 AT,2013,98000,1,1,1,1,90000
Ford Endeavour 2.5L 4X2,2011,224642,1,1,0,2,50000
Maruti Zen LXI,1998,120000,0,0,0,2,8000
Mahindra Verito 1.5 D2 BSIII,2011,175000,1,0,0,1,17500
Mahindra XUV500 AT W10 AWD,2017,15000,1,0,1,2,135000
Renault Duster 110PS 1 RxZ,2017,50000,1,0,0,1,80000
Datsun RediGO 1.0 S,2017,15000,0,0,0,1,25000
Maruti Ignis 1.2 AMT Alpha BSIV,2018,25000,0,0,1,1,70000
Tata Nexon 1.5 Revotorq XM,2019,25000,1,0,0,1,80000
Mahindra XUV500 W6 2WD,2013,69000,1,0,0,1,66000
Maruti Swift VDI BSIV,2015,60000,1,0,0,3,46500
Mahindra Scorpio 2.6 CRDe,2006,222435,1,0,0,2,18000
Maruti Swift Dzire VDI,2017,66000,1,0,0,3,60000
Ford Fiesta 1.4 ZXi Duratec,2010,110000,0,0,0,1,15000
Hyundai Verna 1.6 SX,2014,78000,1,0,0,2,45000
Hyundai Elite i20 Sportz Plus BSIV,2019,10000,0,0,0,1,72100
Maruti Swift 1.2 DLX,2018,35000,0,0,0,1,30000
Mahindra Scorpio BSIV,2019,10000,1,0,0,1,100000
Renault KWID RXT,2016,40000,0,0,0,1,30000
Mahindra Scorpio LX,2013,120000,1,0,0,1,45000
Maruti Esteem AX,1997,70000,0,0,1,1,7900
Ford Figo 1.5D Trend MT,2017,40000,1,0,0,1,54500
Honda Amaze V 1 BSIV,2018,20000,1,0,0,1,84499
Skoda Rapid 1.5 TDI Ambition,2016,93000,1,0,0,1,70000
Toyota Etios VD,2016,159000,1,0,0,1,65000
Ford Ecosport 1.5 DV5 MT Titanium,2014,75000,1,0,0,2,52500
Ford Fiesta Classic 1.4 SXI Duratorq,2006,101100,1,0,0,3,11000
Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,66000,1,0,0,1,18000
Hyundai i10 Era,2012,30000,0,0,0,2,28000
Renault KWID 1.0 RXT Optional,2019,10000,0,0,0,1,40000
Mahindra XUV500 W8 4WD,2012,126000,1,0,0,2,62500
Volkswagen Vento 1.5 TDI Highline,2015,70000,1,0,0,1,53500
Maruti Swift VDI Optional,2017,50000,1,0,0,1,45999
Mahindra Bolero DI,2010,100000,1,0,0,1,30000
Honda Civic 1.8 V AT,2007,60000,0,0,1,1,28000
Honda Mobilio V i VTEC,2014,70000,0,0,0,1,50000
Hyundai Creta 1.6 SX,2019,1200,0,0,0,1,120000
Renault KWID RXT,2016,40000,0,0,0,1,30000
Tata Manza ELAN Quadrajet BS IV,2011,80000,1,0,0,3,18000
Hyundai i10 Sportz AT,2011,134444,0,0,1,2,18000
Maruti Alto LXi,2009,120000,0,0,0,2,7800
Nissan Micra 1 XV Premium,2011,120000,1,0,0,1,16000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,238000,1,0,0,1,60000
Maruti Wagon R LXI Minor,2008,100000,0,0,0,2,11000
Mahindra Bolero SLX 4WD BSIII,2011,110000,1,0,0,2,45000
Mahindra Scorpio S9 BSIV,2019,35000,1,0,0,1,135000
Honda City 1.3 DX,2003,165000,0,0,0,2,12000
Honda BR-V i-DTEC VX MT,2018,42000,1,0,0,1,104000
Hyundai Grand i10 CRDi Sportz,2014,70000,1,0,0,2,39000
Tata Nano Lx BSIII,2011,60000,0,0,0,2,6500
Volkswagen Polo 1 Highline 1.2L,2013,115000,1,0,0,3,32000
Volkswagen Ameo 1.5 TDI Highline,2017,70000,1,0,0,1,72000
Maruti Swift ZXI ABS,2007,80000,0,0,0,2,22000
Maruti Wagon R LXI BS IV,2011,65000,0,1,0,1,22500
Tata Manza Aura (ABS) Quadrajet BS IV,2010,150000,1,0,0,2,20000
Toyota Etios GD,2015,75000,1,1,0,2,43499
Ford Figo 1 Titanium,2012,63700,1,0,0,1,30000
Honda Amaze VX i-DTEC,2018,74800,1,0,0,1,70000
Ford Endeavour 2.5L 4X2 MT,2009,105000,1,0,0,2,50000
Renault Duster 85PS 1 RxE,2016,40000,1,0,0,1,50000
Maruti Ritz LDi,2016,90000,1,0,0,2,40000
Toyota Corolla Altis D-4D J,2015,75000,1,1,0,2,82500
Maruti Swift Dzire VDI,2018,15000,1,0,0,1,72000
Maruti 800 AC Uniq,2009,30000,0,0,0,2,11000
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,100000,1,0,0,2,60000
Mahindra Scorpio VLX 2WD AT BSIV,2009,155000,1,0,1,3,27500
Land Rover Range Rover Evoque 2.2L Dynamic,2012,149000,1,0,1,2,234900
Hyundai i20 1.4 Sportz,2017,60000,1,0,0,1,74000
Maruti Baleno Alpha 1.3,2017,90000,1,0,0,1,80000
Hyundai Verna CRDi 1.6 SX Option,2019,100000,1,0,0,1,110000
BMW X1 sDrive20d,2012,100000,1,0,1,2,75000
Maruti Alto K10 2010-2014 VXI,2012,90000,0,0,0,2,20000
Tata Spacio SA 6 Seater,2009,75000,1,0,0,1,21000
Maruti Swift VDI BSIV,2009,120000,1,0,0,2,27000
Toyota Etios 1.4 VXD,2016,90000,1,0,0,2,63000
Hyundai Xcent 1.2 Kappa S,2015,55000,0,0,0,1,37500
Mahindra Xylo D2,2010,70000,1,0,0,1,30000
Mahindra Bolero Power Plus SLX,2016,95000,1,0,0,2,58000
Hyundai Verna 1.4 CRDi,2014,50000,1,0,0,1,55000
Maruti Ciaz ZDi Plus SHVS,2016,50000,1,0,0,1,75000
Maruti Omni E MPI STD BS IV,2014,60516,0,0,0,1,25000
Hyundai Verna 1.6 SX,2012,235000,1,0,0,2,43499
Mercedes-Benz E-Class 280 CDI,2007,76731,1,1,1,1,90000
Maruti Swift ZDI,2016,64000,1,1,0,1,68500
Maruti Swift VDI BSIV,2014,65000,1,1,0,1,54000
Honda City i-VTEC CVT ZX,2018,13000,0,1,1,2,116500
Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,77000,1,1,0,1,61000
Hyundai EON Era,2011,24000,0,1,0,1,25499
Nissan Micra Active XV,2014,63840,0,1,0,1,28000
Tata Tiago 1.2 Revotron XT,2017,25000,0,0,0,1,37000
Tata New Safari DICOR 2.2 EX 4x2,2011,76400,1,0,0,2,45999
Maruti Zen LX,1998,70000,0,0,0,3,4200
Maruti Zen LX,1998,70000,0,0,0,3,4200
Fiat Linea Active (1),2011,80000,1,0,0,3,19000
Fiat Punto 1.4 Emotion,2010,100000,0,0,0,4,16500
Ford EcoSport 1.5 1 Trend Plus BSIV,2017,40000,1,0,0,1,71000
Hyundai Creta 1.6 SX Option,2018,15000,0,0,0,1,120000
Maruti Zen Estilo LXI BS IV,2011,70000,0,0,0,1,22999
Renault KWID RXT,2018,15000,0,0,0,1,31000
Maruti Wagon R VXI BS IV,2015,40000,0,0,0,1,32000
Maruti 800 AC,2006,54000,0,0,0,1,10000
Hyundai Verna CRDi,2009,90000,1,0,0,1,16000
Maruti 800 AC BSIII,2007,52000,0,0,0,1,6000
Tata Indigo LS,2012,200000,1,0,0,3,10000
Chevrolet Beat 1 LT,2016,35000,1,0,0,2,35000
Renault Duster 110PS 1 RxZ AWD,2017,60000,1,0,0,1,70000
Maruti Alto K10 VXI,2017,31489,0,0,0,1,30000
Hyundai i20 1.4 Asta Option,2018,40000,1,0,0,1,83000
Mahindra Quanto C6,2013,110000,1,0,0,1,22000
Tata Indigo LX Dicor,2009,50000,1,0,0,1,13000
Hyundai i20 1.2 Magna,2012,44000,0,0,0,1,33000
Honda City 1.5 S MT,2010,90000,0,0,0,2,25499
Hyundai Verna 1.6 SX VTVT (O),2014,50000,0,0,0,2,60000
Hyundai i10 Magna,2012,50000,0,0,0,1,21000
Maruti Zen Estilo 1.1 LXI BSIII,2007,81366,0,0,0,1,12000
Maruti Esteem Vxi - BSIII,2006,110000,0,0,0,1,9500
Toyota Innova 2.5 G (1) 8 Seater BS IV,2006,300000,1,0,0,1,22999
Hyundai Verna Transform VTVT,2010,70000,0,0,0,1,22999
Hyundai i20 Magna Optional 1.4 CRDi,2013,100000,1,0,0,1,40000
Maruti Gypsy King Hard Top Ambulance BSIV,2005,70000,0,0,0,2,30000
Ford Figo 1 Celebration Edition,2013,50000,1,0,0,1,30000
Ford Fiesta 1.4 SXi TDCi,2009,180000,1,0,0,2,8000
Maruti 800 AC,2008,50000,0,0,0,2,8000
Maruti Esteem Vxi,2007,90000,0,0,0,2,10000
Tata Indica Vista Quadrajet LS,2012,110000,1,0,0,1,30000
Maruti Baleno Zeta 1,2018,26000,0,0,1,1,70000
Maruti Vitara Brezza ZDi Plus,2016,65000,1,0,0,1,97500
Chevrolet Captiva LT,2009,130000,1,0,0,1,50000
Renault Duster 85PS 1 RxL Optional,2013,75000,1,0,0,2,55000
Nissan Terrano XV Premium 110 PS,2014,110000,1,0,0,2,55000
Maruti Alto K10 2010-2014 VXI,2014,50000,0,0,0,1,24000
Maruti 800 Std,1997,80000,0,0,0,2,5000
Tata Indica Vista Aura 1.2 Safire,2009,80000,0,0,0,2,12000
Maruti Alto 800 LXI,2013,60000,0,0,0,2,90000
Honda City 1.5 V MT,2009,90000,0,0,0,2,25000
Renault KWID 1.0 RXT Optional,2017,36000,0,0,0,1,28000
Tata Indica Vista Terra Quadrajet 1.3L BS IV,2010,87000,1,0,0,1,8500
Tata Indica Vista Terra 1.4 TDI,2011,80000,1,0,0,1,9000
Chevrolet Enjoy TCDi LT 8 Seater,2015,50000,1,0,0,1,50000
Maruti 800 Std,2013,60000,0,0,0,1,20000
Renault KWID RXT,2015,50000,0,0,0,1,25000
Maruti Swift Dzire VDI,2014,40000,1,0,0,3,18500
Hyundai i10 Magna 1.1,2008,60000,0,0,0,2,10000
Toyota Etios VXD,2015,55000,1,0,0,1,61000
Mahindra Quanto C8,2012,80000,1,0,0,1,29000
Mahindra Xylo E9,2012,295000,1,0,0,1,30000
Hyundai EON Era Plus,2015,80000,0,0,0,1,22500
Maruti Alto K10 VXI,2017,50000,0,0,0,2,32000
Tata Indigo CR4,2012,158000,1,0,0,3,13500
Toyota Innova 2.5 G (1) 7 Seater BS IV,2006,400000,1,0,0,3,40000
Maruti Wagon R VXI BS IV,2016,25000,0,0,0,1,40000
Hyundai i20 Active 1.2 S,2017,35000,0,0,0,1,57000
Maruti Ignis 1.2 Zeta BSIV,2018,12000,0,0,0,1,50000
Maruti Omni MPI STD BSIV,2015,70000,0,0,0,1,13000
Tata Tiago 1.2 Revotron XZ,2018,4000,0,0,0,1,36000
Ford Figo Aspire 1.2 Ti-VCT Trend,2017,10832,0,1,0,1,53000
Hyundai i10 Era,2009,50000,0,0,0,1,25000
Nissan Sunny XL,2016,19495,0,1,0,1,60000
Renault Duster 85PS 1 RxL Plus,2013,62668,1,1,0,1,57000
Mahindra XUV500 W6 2WD,2013,85710,1,1,0,1,85000
Ford Figo 1 EXI,2011,55130,1,1,0,2,25000
Ford Ecosport 1.5 DV5 MT Titanium,2014,63356,1,1,0,2,58000
Toyota Fortuner 3.0 1,2012,129627,1,1,0,1,168000
Chevrolet Spark 1.0 LT,2010,15000,0,0,0,1,18000
Tata Tiago 1.2 Revotron XE,2017,50000,0,0,0,1,30000
Toyota Etios Liva VX,2012,70000,0,0,0,2,26900
Maruti Alto K10 VXI,2018,20000,0,0,0,1,23199
Chevrolet Beat LS,2011,60000,0,0,0,3,15000
Hyundai Grand i10 Asta Option,2017,5000,0,0,0,1,49500
Maruti Ciaz VXi,2014,15000,0,0,0,1,70000
Datsun GO Plus T BSIV,2018,4400,0,0,0,2,40000
Mahindra Xylo H4,2019,15000,1,0,0,3,59900
Renault Duster 85PS 1 RxL Optional,2013,45000,1,0,0,1,42100
Ford EcoSport 1.5 1 Trend BSIV,2018,1000,1,0,0,1,84100
Hyundai i10 Magna 1.1L,2014,38500,0,0,0,1,29500
Hyundai i10 Sportz,2011,25000,0,0,0,1,22000
Ford Classic 1.4 Duratorq LXI,2013,35000,1,0,0,1,25000
Toyota Fortuner 3.0 1,2009,110000,1,0,0,2,110000
Hyundai Verna 1.6 VTVT,2012,40000,0,0,0,1,30000
Chevrolet Aveo U-VA 1.2,2007,110000,0,0,0,2,8000
Chevrolet Beat 1 LT,2013,20000,1,0,0,3,21500
Hyundai EON Magna Plus,2012,14987,0,1,0,1,24500
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,25061,1,1,0,1,65000
Ford Ecosport 1.5 1 Titanium,2017,42494,1,1,0,1,76000
Honda Amaze S i-Dtech,2014,44875,1,1,0,1,39500
Ford Figo 1 EXI,2014,89741,1,1,0,2,28000
Honda Jazz 1.5 S i DTEC,2016,65000,1,1,0,1,49500
Honda Jazz 1.5 VX i DTEC,2016,35000,1,1,0,1,52500
Toyota Innova 2.5 GX 8 STR BSIV,2009,347089,1,1,0,1,42000
Tata New Safari DICOR 2.2 VX 4x2,2010,34500,1,0,0,1,21000
Hyundai i20 Active 1.2 S,2018,30000,0,0,0,1,65000
BMW 3 Series 320d Luxury Line,2018,39000,1,0,1,1,230000
Ford Freestyle Titanium Plus 1 BSIV,2019,16000,1,0,0,1,52500
Maruti Wagon R LXI 2,2010,80000,2,0,0,2,19500
Maruti Ertiga SHVS VDI,2016,60000,1,0,0,1,65000
Mahindra TUV 300 T6 Plus,2015,110000,1,0,0,1,54000
Maruti Alto 800 LXI,2014,61000,0,0,0,1,18000
Mahindra Bolero Power Plus ZLX,2017,29000,1,0,0,1,75000
Maruti Ertiga SHVS ZDI Plus,2018,50000,1,0,0,1,98000
Fiat Grande Punto EVO 90HP 1.3 Sport,2014,90000,1,0,0,1,25000
Hyundai Grand i10 1.2 Kappa Sportz AT,2018,35000,0,0,1,1,55000
Volkswagen Vento 1.6 Highline,2015,43000,0,0,0,2,50999
Maruti Alto K10 LXI,2017,50000,0,0,0,1,32000
Hyundai EON D Lite,2016,25000,0,0,0,1,27500
Mahindra XUV500 W8 2WD,2013,222252,1,0,0,1,55000
Maruti Wagon R VXI Minor,2009,50000,0,0,0,2,14500
Fiat Grande Punto Emotion 90Hp,2013,80000,1,0,0,1,25000
Hyundai Verna 1.6 SX,2012,35000,1,0,0,1,52000
Maruti Alto LXi,2007,85000,0,0,0,2,9500
Toyota Innova 2.5 V 1 7-seater,2011,110000,1,0,0,3,72500
Maruti 800 AC,2006,70000,0,0,0,2,5500
Honda City i DTEC VX,2014,100000,1,0,0,1,60000
Volkswagen Vento New 1 Highline,2013,120000,1,0,0,2,33000
Maruti Swift Dzire VDI,2015,89000,1,0,0,1,47000
Maruti Swift ZDi,2013,120000,1,0,0,1,36500
Hyundai EON Magna Plus,2013,40000,0,0,0,2,25000
Maruti Wagon R VXI BS IV,2017,17000,0,0,0,1,43000
Maruti Swift VDI,2013,125000,1,0,0,2,40000
Maruti Swift Dzire ZXI,2015,110000,0,0,0,2,61500
Ford Figo 1 Titanium,2011,120000,1,0,0,2,15000
Ford Figo 1 ZXI,2014,90000,1,0,0,1,24000
Mahindra Scorpio S10 7 Seater,2014,90000,1,0,0,1,80000
Hyundai EON 3 Magna Plus,2015,110000,3,0,0,1,24000
Ford Ecosport 1.5 DV5 MT Titanium,2014,87000,1,0,0,2,60000
Mahindra Scorpio LX,2014,15000,1,0,0,1,80000
Hyundai EON 1.0 Kappa Magna Plus,2015,70000,0,0,0,1,16000
Ford Fiesta Classic 1.6 Duratec CLXI,2012,38000,0,0,0,1,35000
Honda City 1.5 V MT,2011,64000,0,0,0,2,30000
Tata Sumo Gold EX BSIII,2015,55250,1,0,0,1,39900
Mahindra Bolero DI,2011,110000,1,0,0,1,30000
Maruti A-Star AT VXI,2012,70000,0,0,1,1,15000
Chevrolet Cruze LTZ,2010,60000,1,0,0,3,32000
Tata Hexa XM,2018,17000,1,0,0,1,128000
Renault KWID 1.0 RXT Optional,2017,13000,0,0,0,2,30000
Nissan Terrano XL Plus ICC WT20 SE,2016,60000,1,0,0,1,100000
Mitsubishi Pajero Sport 4X4,2012,120000,1,0,0,2,109000
Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,97000,1,0,0,2,45000
Tata Indica GLS BS IV,2007,130000,0,0,0,2,6000
Maruti Swift Dzire ZXI,2013,50000,0,0,0,1,50000
Tata Indigo CR4,2012,120000,1,0,0,2,20000
Ford Ecosport 1.5 DV5 MT Titanium,2015,68000,1,0,0,1,65000
Maruti Alto LXi,2006,100000,0,0,0,2,6000
Maruti Ertiga VDI,2013,80000,1,0,0,1,25099
Hyundai Accent Executive 2,2012,67000,2,1,0,2,18500
Maruti Alto K10 VXI,2015,60000,0,0,0,1,15500
Maruti Swift VXI,2019,5000,0,0,0,1,60000
Renault KWID RXE,2016,20000,0,0,0,1,30000
Hyundai Creta 1.6 E Plus,2018,12500,0,0,0,1,85000
Maruti Eeco 2 5 Seater AC BSIV,2019,4000,2,0,0,1,47000
Ford Figo 1.2P Titanium MT,2019,25000,0,0,0,1,60000
Toyota Innova 2.5 G (1) 7 Seater,2013,70000,1,0,0,2,70000
Maruti Wagon R LXI DUO BSIII,2007,162000,3,0,0,1,7000
Toyota Fortuner 3.0 1,2010,205000,1,0,0,2,125000
Audi A6 2.8 FSI,2008,70000,0,0,1,3,65000
Hyundai Xcent 1.2 CRDi S,2018,70000,1,0,0,2,45000
Mahindra XUV500 W8 2WD,2014,100000,1,0,0,2,75000
Toyota Innova 2.5 G (1) 7 Seater,2013,70000,1,0,0,2,77500
Hyundai Santa Fe 4X4,2011,220000,1,0,0,1,80000
Honda Amaze E i-Vtech,2015,80000,0,0,0,2,36000
Toyota Corolla Altis 1 D4DG,2010,120000,1,0,0,1,25000
Jeep Compass 2.0 Longitude Option BSIV,2017,22038,1,0,0,1,149000
Nissan Terrano XL 110 PS,2013,80000,1,0,0,1,60000
Maruti Alto LX,2010,90000,0,0,0,1,12000
Tata New Safari DICOR 2.2 EX 4x2,2012,140000,1,0,0,2,32000
Mahindra Thar 4X2,2011,120000,1,0,0,2,40000
Maruti Swift Dzire ZDI,2015,60000,1,0,0,1,30200
Chevrolet Beat 1 LT,2011,80000,1,0,0,2,13000
Maruti Swift Dzire LXI Option,2014,60000,0,0,0,2,15000
Tata Indica Vista Aura Plus 1.3 Quadrajet,2012,90000,1,0,0,2,20000
Toyota Innova 2.5 G1 BSIV,2012,80000,1,0,0,1,95000
Maruti Swift Vdi BSIII,2008,175000,1,0,0,2,12000
Mahindra XUV500 W7 BSIV,2019,10000,1,0,0,1,140000
Hyundai i20 1.2 Asta Option,2017,65000,0,0,0,1,62000
Toyota Innova 2.5 GX 8 STR BSIV,2012,90000,1,0,0,1,44900
Maruti Alto LXi,2007,70000,0,0,0,1,10000
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2018,2500,0,0,0,1,60000
Honda Amaze VX i-DTEC,2016,35000,1,0,0,1,70000
Chevrolet Beat 1 LT,2012,40000,1,0,0,1,25000
Maruti Baleno RS 1.0 0,2018,63000,0,0,0,1,55000
Skoda Superb Ambition 2.0 TDI CR AT,2013,88000,1,1,1,1,67500
Nissan Terrano XL Plus 85 PS,2015,55000,1,1,0,1,53000
Chevrolet Enjoy TCDi LT 7 Seater,2014,71014,1,1,0,1,32500
Renault Scala 1 RxL,2015,60000,1,1,0,1,37000
Skoda Rapid 1.5 TDI Ambition,2014,70000,1,0,0,1,36000
Skoda Superb LK 1.8 TSI AT,2012,60000,0,1,1,1,65000
Ford Fiesta 1.5 TDCi Titanium,2012,92000,1,1,0,3,19900
Mahindra Quanto C6,2014,89126,1,0,0,1,28500
Volkswagen Jetta 1.9 TDI Comfortline DSG,2009,134000,1,0,1,1,26000
Maruti Ciaz 1.4 AT Zeta,2019,15000,0,1,1,1,86999
Hyundai Grand i10 1.2 CRDi Magna,2016,42500,1,1,0,1,42500
Chevrolet Cruze LTZ AT,2012,42000,1,1,1,1,49000
Mahindra XUV500 AT W8 FWD,2015,70000,1,0,1,2,75000
Honda City 1.5 EXI,2004,110000,0,0,0,3,12500
Fiat Linea 1.3 Emotion,2014,131365,1,0,0,1,22100
Volkswagen Vento 1.5 TDI Highline AT,2016,48980,1,1,1,1,72400
Honda Amaze VX AT i-Vtech,2014,46000,0,1,1,1,44000
Chevrolet Spark 1.0 LS,2009,60000,0,0,0,3,7000
Maruti Baleno Delta 1,2015,58000,1,1,0,1,51100
Maruti S-Cross Alpha DDiS 200 SH,2016,22000,1,1,0,1,79000
Hyundai i20 1.2 Asta Option,2017,37000,0,0,0,1,64000
Hyundai Santro Xing GLS,2009,70000,0,0,0,4,12000
Chevrolet Beat 1 LT,2012,98900,1,0,0,3,12600
Chevrolet Beat 1 LT,2012,125000,1,0,0,1,12000
Mahindra TUV 300 T4 Plus,2017,60000,1,0,0,1,65000
Hyundai Grand i10 Asta,2014,80000,0,0,0,2,45000
Maruti Zen Estilo LXI Green (2),2010,80000,2,0,0,4,11000
Mahindra Bolero Power Plus Plus AC BSIV PS,2017,40000,1,0,0,1,60000
Mahindra XUV500 W8 4WD,2012,80000,1,0,0,2,62000
Ford Ecosport 1.5 DV5 MT Titanium,2014,30000,1,0,0,1,60000
Mahindra Bolero Power Plus ZLX,2018,35000,1,0,0,1,79500
Tata Winger Deluxe - Hi Roof (AC),2011,180000,1,0,0,3,30000
Renault Lodgy 85PS RxL,2015,60000,1,0,0,1,49500
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
Audi Q3 2.0 TDI Quattro Premium Plus,2015,127643,1,1,1,1,175000
Tata Hexa XTA,2018,34000,1,0,1,1,135000
